timestamp,open,high,low,close,volume
2017-03-13,334.22,334.22,334.22,334.22,0
2017-03-14,332.99,332.99,332.99,332.99,0
2017-03-15,337.28,337.28,337.28,337.28,0
2017-03-16,335.46,335.46,335.46,335.46,0
2017-03-17,335.72,335.72,335.72,335.72,0
2017-03-20,334.91,334.91,334.91,334.91,0
2017-03-21,331.76,331.76,331.76,331.76,0
2017-03-22,332.81,332.81,332.81,332.81,0
2017-03-23,334.36,334.36,334.36,334.36,0
2017-03-24,333.23,333.23,333.23,333.23,0
2017-03-27,331.76,331.76,331.76,331.76,0
2017-03-28,333.82,333.82,333.82,333.82,0
2017-03-29,335.76,335.76,335.76,335.76,0
2017-03-30,337.35,337.35,337.35,337.35,0
2017-03-31,339.99,339.99,339.99,339.99,0
2017-04-03,339.83,339.83,339.83,339.83,0
2017-04-04,339.69,339.69,339.69,339.69,0
2017-04-05,339.96,339.96,339.96,339.96,0
2017-04-06,341.76,341.76,341.76,341.76,0
2017-04-07,343.03,343.03,343.03,343.03,0
2017-04-10,343.58,343.58,343.58,343.58,0
2017-04-11,344.05,344.05,344.05,344.05,0
2017-04-12,343.05,343.05,343.05,343.05,0
2017-04-13,341.36,341.36,341.36,341.36,0
2017-04-18,340.89,340.89,340.89,340.89,0
2017-04-19,340.48,340.48,340.48,340.48,0
2017-04-20,338.8,338.8,338.8,338.8,0
2017-04-21,341.67,341.67,341.67,341.67,0
2017-04-24,341.33,341.33,341.33,341.33,0
2017-04-25,341.67,341.67,341.67,341.67,0
2017-04-26,343.47,343.47,343.47,343.47,0
2017-04-27,344.55,344.55,344.55,344.55,0
2017-04-28,342.98,342.98,342.98,342.98,0
2017-05-02,343.26,343.26,343.26,343.26,0
2017-05-03,342.97,342.97,342.97,342.97,0
2017-05-04,343.25,343.25,343.25,343.25,0
2017-05-05,345.24,345.24,345.24,345.24,0
2017-05-08,345.74,345.74,345.74,345.74,0
2017-05-09,346.39,346.39,346.39,346.39,0
2017-05-10,347.42,347.42,347.42,347.42,0
2017-05-11,345.59,345.59,345.59,345.59,0
2017-05-12,344.06,344.06,344.06,344.06,0
2017-05-15,343.05,343.05,343.05,343.05,0
2017-05-16,340.07,340.07,340.07,340.07,0
2017-05-17,335.07,335.07,335.07,335.07,0
2017-05-18,333.84,333.84,333.84,333.84,0
2017-05-19,336.19,336.19,336.19,336.19,0
2017-05-22,335.41,335.41,335.41,335.41,0
2017-05-23,337.22,337.22,337.22,337.22,0
2017-05-24,339.12,339.12,339.12,339.12,0
2017-05-26,339.09,339.09,339.09,339.09,0
2017-05-30,339.77,339.77,339.77,339.77,0
2017-05-31,338.83,338.83,338.83,338.83,0
2017-06-01,341.87,341.87,341.87,341.87,0
2017-06-02,340.98,340.98,340.98,340.98,0
2017-06-06,337.6,337.6,337.6,337.6,0
2017-06-07,337.67,337.67,337.67,337.67,0
2017-06-08,338.12,338.12,338.12,338.12,0
2017-06-09,339.57,339.57,339.57,339.57,0
2017-06-12,338.46,338.46,338.46,338.46,0
2017-06-13,340.09,340.09,340.09,340.09,0
2017-06-14,339.55,339.55,339.55,339.55,0
2017-06-15,341.67,341.67,341.67,341.67,0
2017-06-16,342.29,342.29,342.29,342.29,0
2017-06-19,344.25,344.25,344.25,344.25,0
2017-06-20,342.35,342.35,342.35,342.35,0
2017-06-21,340.8,340.8,340.8,340.8,0
2017-06-22,340.74,340.74,340.74,340.74,0
2017-06-26,341.17,341.17,341.17,341.17,0
2017-06-27,336.3,336.3,336.3,336.3,0
2017-06-28,335.71,335.71,335.71,335.71,0
2017-06-29,331.14,331.14,331.14,331.14,0
2017-06-30,332.12,332.12,332.12,332.12,0
2017-07-03,333.57,333.57,333.57,333.57,0
2017-07-05,333.85,333.85,333.85,333.85,0
2017-07-06,329.77,329.77,329.77,329.77,0
2017-07-10,333.02,333.02,333.02,333.02,0
2017-07-11,331.72,331.72,331.72,331.72,0
2017-07-12,335.84,335.84,335.84,335.84,0
2017-07-13,336.57,336.57,336.57,336.57,0
2017-07-14,337.15,337.15,337.15,337.15,0
2017-07-17,337.18,337.18,337.18,337.18,0
2017-07-18,333.48,333.48,333.48,333.48,0
2017-07-19,336.76,336.76,336.76,336.76,0
2017-07-20,334.08,334.08,334.08,334.08,0
2017-07-21,333.36,333.36,333.36,333.36,0
2017-07-24,332.05,332.05,332.05,332.05,0
2017-07-25,331.15,331.15,331.15,331.15,0
2017-07-26,331.81,331.81,331.81,331.81,0
2017-07-27,330.48,330.48,330.48,330.48,0
2017-07-28,326.82,326.82,326.82,326.82,0
2017-07-31,326.71,326.71,326.71,326.71,0
2017-08-01,327.87,327.87,327.87,327.87,0
2017-08-02,326.92,326.92,326.92,326.92,0
2017-08-03,326.36,326.36,326.36,326.36,0
2017-08-04,330.28,330.28,330.28,330.28,0
2017-08-07,329.48,329.48,329.48,329.48,0
2017-08-08,329.63,329.63,329.63,329.63,0
2017-08-09,328.55,328.55,328.55,328.55,0
2017-08-10,324.7,324.7,324.7,324.7,0
2017-08-11,323.45,323.45,323.45,323.45,0
2017-08-14,326.62,326.62,326.62,326.62,0
2017-08-16,328.46,328.46,328.46,328.46,0
2017-08-17,324.62,324.62,324.62,324.62,0
2017-08-18,323.41,323.41,323.41,323.41,0
2017-08-21,322.68,322.68,322.68,322.68,0
2017-08-22,326.28,326.28,326.28,326.28,0
2017-08-23,323.55,323.55,323.55,323.55,0
2017-08-24,322.97,322.97,322.97,322.97,0
2017-08-25,322.6,322.6,322.6,322.6,0
2017-08-28,320.76,320.76,320.76,320.76,0
2017-08-29,319.42,319.42,319.42,319.42,0
2017-08-30,322.69,322.69,322.69,322.69,0
2017-08-31,326.08,326.08,326.08,326.08,0
2017-09-01,326.77,326.77,326.77,326.77,0
2017-09-05,324.73,324.73,324.73,324.73,0
2017-09-06,325.38,325.38,325.38,325.38,0
2017-09-07,325.51,325.51,325.51,325.51,0
2017-09-08,327.38,327.38,327.38,327.38,0
2017-09-11,330.34,330.34,330.34,330.34,0
2017-09-12,331.23,331.23,331.23,331.23,0
2017-09-13,330.89,330.89,330.89,330.89,0
2017-09-14,332.53,332.53,332.53,332.53,0
2017-09-15,330.79,330.79,330.79,330.79,0
2017-09-18,331.92,331.92,331.92,331.92,0
2017-09-19,331.83,331.83,331.83,331.83,0
2017-09-20,332.24,332.24,332.24,332.24,0
2017-09-21,331.84,331.84,331.84,331.84,0
2017-09-22,332.14,332.14,332.14,332.14,0
2017-09-25,334.08,334.08,334.08,334.08,0
2017-09-26,335.23,335.23,335.23,335.23,0
2017-09-27,335.71,335.71,335.71,335.71,0
2017-09-28,335.28,335.28,335.28,335.28,0
2017-09-29,335.63,335.63,335.63,335.63,0
2017-10-02,340.05,340.05,340.05,340.05,0
2017-10-03,340.61,340.61,340.61,340.61,0
2017-10-04,341.01,341.01,341.01,341.01,0
2017-10-05,342.57,342.57,342.57,342.57,0
2017-10-06,341.6,341.6,341.6,341.6,0
2017-10-09,341.79,341.79,341.79,341.79,0
2017-10-10,340.54,340.54,340.54,340.54,0
2017-10-11,339.98,339.98,339.98,339.98,0
2017-10-12,340.99,340.99,340.99,340.99,0
2017-10-13,341.1,341.1,341.1,341.1,0
2017-10-16,341.93,341.93,341.93,341.93,0
2017-10-17,341.64,341.64,341.64,341.64,0
2017-10-18,342.08,342.08,342.08,342.08,0
2017-10-19,341.67,341.67,341.67,341.67,0
2017-10-20,345.03,345.03,345.03,345.03,0
2017-10-23,345.58,345.58,345.58,345.58,0
2017-11-02,348.22,348.22,348.22,348.22,0
2017-11-03,349.47,349.47,349.47,349.47,0
2017-11-06,351.1,351.1,351.1,351.1,0
2017-11-07,351.01,351.01,351.01,351.01,0
2017-11-08,351.47,351.47,351.47,351.47,0
2017-11-09,348.31,348.31,348.31,348.31,0
2017-11-10,346.91,346.91,346.91,346.91,0
2017-11-13,347.15,347.15,347.15,347.15,0
2017-11-14,344.91,344.91,344.91,344.91,0
2017-11-15,341.68,341.68,341.68,341.68,0
2017-11-16,345.2,345.2,345.2,345.2,0
2017-11-17,343.71,343.71,343.71,343.71,0
2017-11-20,345.42,345.42,345.42,345.42,0
2017-11-21,347.69,347.69,347.69,347.69,0
2017-11-22,346.59,346.59,346.59,346.59,0
2017-11-24,343.44,343.44,343.44,343.44,0
2017-11-27,344.29,344.29,344.29,344.29,0
2017-11-28,347.7,347.7,347.7,347.7,0
2017-11-29,348.77,348.77,348.77,348.77,0
2017-11-30,349.51,349.51,349.51,349.51,0
2017-12-01,348.25,348.25,348.25,348.25,0
2017-12-04,349.81,349.81,349.81,349.81,0
2017-12-05,348.25,348.25,348.25,348.25,0
2017-12-06,348.74,348.74,348.74,348.74,0
2017-12-07,349.2,349.2,349.2,349.2,0
2017-12-08,351.22,351.22,351.22,351.22,0
2017-12-11,350.2,350.2,350.2,350.2,0
2017-12-12,350.66,350.66,350.66,350.66,0
2017-12-13,350.34,350.34,350.34,350.34,0
2017-12-14,346.99,346.99,346.99,346.99,0
2017-12-15,350.11,350.11,350.11,350.11,0
2017-12-18,351.86,351.86,351.86,351.86,0
2017-12-19,350.57,350.57,350.57,350.57,0
2017-12-20,349.77,349.77,349.77,349.77,0
2017-12-21,350.57,350.57,350.57,350.57,0
2017-12-22,351.32,351.32,351.32,351.32,0
2017-12-27,351.59,351.59,351.59,351.59,0
2017-12-28,352.18,352.18,352.18,352.18,0
2017-12-29,350.43,350.43,350.43,350.43,0
2018-01-02,348.91,348.91,348.91,348.91,0
2018-01-03,350.16,350.16,350.16,350.16,0
2018-01-04,350.93,350.93,350.93,350.93,0
2018-01-05,353.43,353.43,353.43,353.43,0
2018-01-08,355.6,355.6,355.6,355.6,0
2018-01-09,356.89,356.89,356.89,356.89,0
2018-01-10,352.45,352.45,352.45,352.45,0
2018-01-11,352.51,352.51,352.51,352.51,0
2018-01-12,349.97,349.97,349.97,349.97,0
2018-01-16,350.44,350.44,350.44,350.44,0
2018-01-17,350.96,350.96,350.96,350.96,0
2018-01-18,351.4,351.4,351.4,351.4,0
2018-01-19,354.04,354.04,354.04,354.04,0
2018-01-22,354.45,354.45,354.45,354.45,0
2018-01-23,353.46,353.46,353.46,353.46,0
2018-01-24,349.61,349.61,349.61,349.61,0
2018-01-25,347.57,347.57,347.57,347.57,0
2018-01-26,350.39,350.39,350.39,350.39,0
2018-01-29,348.3,348.3,348.3,348.3,0
2018-01-30,345.06,345.06,345.06,345.06,0
2018-01-31,344.77,344.77,344.77,344.77,0
2018-02-01,344.41,344.41,344.41,344.41,0
2018-02-02,339.41,339.41,339.41,339.41,0
2018-02-05,328.0,328.0,328.0,328.0,0
2018-02-06,328.13,328.13,328.13,328.13,0
2018-02-07,330.38,330.38,330.38,330.38,0
2018-02-08,323.69,323.69,323.69,323.69,0
2018-02-09,323.58,323.58,323.58,323.58,0
2018-02-12,326.18,326.18,326.18,326.18,0
2018-02-13,324.11,324.11,324.11,324.11,0
2018-02-14,327.21,327.21,327.21,327.21,0
2018-02-15,328.01,328.01,328.01,328.01,0
2018-02-16,331.92,331.92,331.92,331.92,0
2018-02-20,332.67,332.67,332.67,332.67,0
2018-02-21,332.37,332.37,332.37,332.37,0
2018-02-22,332.99,332.99,332.99,332.99,0
2018-02-23,337.14,337.14,337.14,337.14,0
2018-02-26,339.03,339.03,339.03,339.03,0
2018-02-27,336.74,336.74,336.74,336.74,0
2018-02-28,333.31,333.31,333.31,333.31,0
2018-03-01,329.67,329.67,329.67,329.67,0
2018-03-02,324.77,324.77,324.77,324.77,0
2018-03-05,327.64,327.64,327.64,327.64,0
2018-03-06,327.49,327.49,327.49,327.49,0
2018-03-07,330.06,330.06,330.06,330.06,0
2018-03-08,333.95,333.95,333.95,333.95,0
2018-03-09,339.37,339.37,339.37,339.37,0
2018-03-12,338.84,338.84,338.84,338.84,0
2018-03-13,334.99,334.99,334.99,334.99,0
2018-03-14,334.75,334.75,334.75,334.75,0
2018-03-15,335.05,335.05,335.05,335.05,0
2018-03-16,336.77,336.77,336.77,336.77,0
2018-03-19,334.1,334.1,334.1,334.1,0
2018-03-20,336.01,336.01,336.01,336.01,0
2018-03-21,336.24,336.24,336.24,336.24,0
2018-03-22,328.56,328.56,328.56,328.56,0
2018-03-23,324.04,324.04,324.04,324.04,0
2018-03-26,326.04,326.04,326.04,326.04,0
2018-03-27,324.86,324.86,324.86,324.86,0
2018-03-28,326.27,326.27,326.27,326.27,0
2018-03-29,330.35,330.35,330.35,330.35,0
2018-04-03,328.02,328.02,328.02,328.02,0
2018-04-04,328.36,328.36,328.36,328.36,0
2018-04-05,332.95,332.95,332.95,332.95,0
2018-04-06,328.82,328.82,328.82,328.82,0
2018-04-09,328.31,328.31,328.31,328.31,0
2018-04-10,329.57,329.57,329.57,329.57,0
2018-04-11,327.01,327.01,327.01,327.01,0
2018-04-12,329.11,329.11,329.11,329.11,0
2018-04-13,329.22,329.22,329.22,329.22,0
2018-04-16,329.99,329.99,329.99,329.99,0
2018-04-17,333.67,333.67,333.67,333.67,0
2018-04-18,334.23,334.23,334.23,334.23,0
2018-04-19,333.86,333.86,333.86,333.86,0
2018-04-20,334.69,334.69,334.69,334.69,0
2018-04-23,336.3,336.3,336.3,336.3,0
2018-04-24,332.02,332.02,332.02,332.02,0
2018-04-25,332.16,332.16,332.16,332.16,0
2018-04-26,335.84,335.84,335.84,335.84,0
2018-04-27,336.65,336.65,336.65,336.65,0
2018-04-30,334.8,334.8,334.8,334.8,0
2018-05-02,336.71,336.71,336.71,336.71,0
2018-05-03,337.82,337.82,337.82,337.82,0
2018-05-04,341.0,341.0,341.0,341.0,0
2018-05-07,342.19,342.19,342.19,342.19,0
2018-05-08,344.59,344.59,344.59,344.59,0
2018-05-09,345.57,345.57,345.57,345.57,0
2018-05-11,345.39,345.39,345.39,345.39,0
2018-05-14,343.85,343.85,343.85,343.85,0
2018-05-15,342.84,342.84,342.84,342.84,0
2018-05-16,344.88,344.88,344.88,344.88,0
2018-05-17,346.35,346.35,346.35,346.35,0
2018-05-18,348.82,348.82,348.82,348.82,0
2018-05-22,350.16,350.16,350.16,350.16,0
2018-05-23,350.73,350.73,350.73,350.73,0
2018-05-24,350.75,350.75,350.75,350.75,0
2018-05-25,352.29,352.29,352.29,352.29,0
2018-05-29,350.23,350.23,350.23,350.23,0
2018-05-30,351.86,351.86,351.86,351.86,0
2018-05-31,346.63,346.63,346.63,346.63,0
2018-06-01,349.28,349.28,349.28,349.28,0
2018-06-04,349.07,349.07,349.07,349.07,0
2018-06-05,349.0,349.0,349.0,349.0,0
2018-06-06,347.01,347.01,347.01,347.01,0
2018-06-07,345.95,345.95,345.95,345.95,0
2018-06-08,348.46,348.46,348.46,348.46,0
2018-06-11,347.79,347.79,347.79,347.79,0
2018-06-12,348.6,348.6,348.6,348.6,0
2018-06-13,346.52,346.52,346.52,346.52,0
2018-06-14,350.49,350.49,350.49,350.49,0
2018-06-15,349.24,349.24,349.24,349.24,0
2018-06-18,347.34,347.34,347.34,347.34,0
2018-06-19,346.36,346.36,346.36,346.36,0
2018-06-20,346.53,346.53,346.53,346.53,0
2018-06-21,341.67,341.67,341.67,341.67,0
2018-06-22,342.1,342.1,342.1,342.1,0
2018-06-25,338.56,338.56,338.56,338.56,0
2018-06-26,339.4,339.4,339.4,339.4,0
2018-06-27,339.29,339.29,339.29,339.29,0
2018-06-28,339.75,339.75,339.75,339.75,0
2018-06-29,339.15,339.15,339.15,339.15,0
2018-07-02,339.94,339.94,339.94,339.94,0
2018-07-03,340.22,340.22,340.22,340.22,0
2018-07-05,340.94,340.94,340.94,340.94,0
2018-07-06,342.53,342.53,342.53,342.53,0
2018-07-09,342.64,342.64,342.64,342.64,0
2018-07-10,343.37,343.37,343.37,343.37,0
2018-07-11,340.62,340.62,340.62,340.62,0
2018-07-12,343.77,343.77,343.77,343.77,0
2018-07-13,345.17,345.17,345.17,345.17,0
2018-07-16,342.4,342.4,342.4,342.4,0
2019-01-02,323.79,323.79,323.79,323.79,0
2019-01-03,323.34,323.34,323.34,323.34,0
2019-01-04,328.24,328.24,328.24,328.24,0
2019-01-07,328.89,328.89,328.89,328.89,0
2019-01-08,333.01,333.01,333.01,333.01,0
2019-01-09,334.07,334.07,334.07,334.07,0
2019-01-10,334.52,334.52,334.52,334.52,0
2019-01-11,337.57,337.57,337.57,337.57,0
2019-01-14,338.03,338.03,338.03,338.03,0
2019-01-15,339.27,339.27,339.27,339.27,0
2019-01-16,342.17,342.17,342.17,342.17,0
2019-01-17,342.66,342.66,342.66,342.66,0
2019-01-18,348.35,348.35,348.35,348.35,0
2019-01-22,347.54,347.54,347.54,347.54,0
2019-01-23,348.23,348.23,348.23,348.23,0
2019-01-24,347.04,347.04,347.04,347.04,0
2019-01-25,350.3,350.3,350.3,350.3,0
2019-01-28,346.28,346.28,346.28,346.28,0
2019-01-29,349.94,349.94,349.94,349.94,0
2019-01-30,348.75,348.75,348.75,348.75,0
2019-01-31,350.38,350.38,350.38,350.38,0
2019-02-01,353.37,353.37,353.37,353.37,0
2019-02-05,356.24,356.24,356.24,356.24,0
2019-02-06,357.69,357.69,357.69,357.69,0
2019-02-07,356.94,356.94,356.94,356.94,0
2019-02-08,354.95,354.95,354.95,354.95,0
2019-02-11,359.98,359.98,359.98,359.98,0
2019-02-12,360.89,360.89,360.89,360.89,0
2019-02-13,364.86,364.86,364.86,364.86,0
2019-02-14,363.62,363.62,363.62,363.62,0
2019-02-15,366.12,366.12,366.12,366.12,0
2019-02-19,366.72,366.72,366.72,366.72,0
2019-02-20,367.31,367.31,367.31,367.31,0
2019-02-21,367.97,367.97,367.97,367.97,0
2019-02-22,371.44,371.44,371.44,371.44,0
2019-02-25,373.89,373.89,373.89,373.89,0
2019-02-26,373.47,373.47,373.47,373.47,0
2019-02-27,372.28,372.28,372.28,372.28,0
2019-02-28,371.38,371.38,371.38,371.38,0
2019-03-01,372.4,372.4,372.4,372.4,0
2019-03-04,376.32,376.32,376.32,376.32,0
2019-03-05,375.4,375.4,375.4,375.4,0
2019-03-06,374.21,374.21,374.21,374.21,0
2019-03-07,372.27,372.27,372.27,372.27,0
2019-03-08,370.22,370.22,370.22,370.22,0
2019-03-11,373.75,373.75,373.75,373.75,0
2019-03-12,375.96,375.96,375.96,375.96,0
2019-03-13,376.58,376.58,376.58,376.58,0
2019-03-14,377.15,377.15,377.15,377.15,0
2019-03-15,377.84,377.84,377.84,377.84,0
2019-03-18,379.36,379.36,379.36,379.36,0
2019-03-19,380.85,380.85,380.85,380.85,0
2019-03-20,377.98,377.98,377.98,377.98,0
2019-03-21,380.21,380.21,380.21,380.21,0
2019-03-22,380.09,380.09,380.09,380.09,0
2019-03-25,376.54,376.54,376.54,376.54,0
2019-03-26,379.9,379.9,379.9,379.9,0
2019-03-27,379.85,379.85,379.85,379.85,0
2019-03-28,380.12,380.12,380.12,380.12,0
2019-03-29,382.39,382.39,382.39,382.39,0
2019-04-01,385.4,385.4,385.4,385.4,0
2019-04-02,385.53,385.53,385.53,385.53,0
2019-04-03,385.9,385.9,385.9,385.9,0
2019-04-04,387.19,387.19,387.19,387.19,0
2019-04-05,387.7,387.7,387.7,387.7,0
2019-04-08,385.12,385.12,385.12,385.12,0
2019-04-09,382.72,382.72,382.72,382.72,0
2019-04-10,385.57,385.57,385.57,385.57,0
2019-04-11,383.42,383.42,383.42,383.42,0
2019-04-12,385.14,385.14,385.14,385.14,0
2019-04-15,385.49,385.49,385.49,385.49,0
2019-04-16,388.1,388.1,388.1,388.1,0
2019-04-17,384.32,384.32,384.32,384.32,0
2019-04-18,385.22,385.22,385.22,385.22,0
2019-04-23,387.53,387.53,387.53,387.53,0
2019-04-24,389.81,389.81,389.81,389.81,0
2019-04-25,391.43,391.43,391.43,391.43,0
2019-04-26,392.57,392.57,392.57,392.57,0
2019-04-29,395.64,395.64,395.64,395.64,0
2019-04-30,393.83,393.83,393.83,393.83,0
2019-05-02,393.19,393.19,393.19,393.19,0
2019-05-03,396.6,396.6,396.6,396.6,0
2019-05-06,393.75,393.75,393.75,393.75,0
2019-05-07,391.36,391.36,391.36,391.36,0
2019-05-08,388.91,388.91,388.91,388.91,0
2019-05-10,384.54,384.54,384.54,384.54,0
2019-05-13,380.8,380.8,380.8,380.8,0
2019-05-14,382.46,382.46,382.46,382.46,0
2019-05-15,381.95,381.95,381.95,381.95,0
2019-05-16,383.71,383.71,383.71,383.71,0
2019-05-17,381.26,381.26,381.26,381.26,0
2019-05-20,380.07,380.07,380.07,380.07,0
2019-05-21,383.49,383.49,383.49,383.49,0
2019-05-22,383.12,383.12,383.12,383.12,0
2019-05-23,380.32,380.32,380.32,380.32,0
2019-05-24,381.57,381.57,381.57,381.57,0
2019-05-28,382.98,382.98,382.98,382.98,0
2019-05-29,379.56,379.56,379.56,379.56,0
2019-05-31,378.61,378.61,378.61,378.61,0
2019-06-03,380.37,380.37,380.37,380.37,0
2019-06-04,381.46,381.46,381.46,381.46,0
2019-06-05,387.0,387.0,387.0,387.0,0
2019-06-06,390.34,390.34,390.34,390.34,0
2019-06-07,392.18,392.18,392.18,392.18,0
2019-06-11,393.34,393.34,393.34,393.34,0
2019-06-12,392.54,392.54,392.54,392.54,0
2019-06-13,396.32,396.32,396.32,396.32,0
2019-06-14,395.15,395.15,395.15,395.15,0
2019-06-17,395.88,395.88,395.88,395.88,0
2019-06-18,400.03,400.03,400.03,400.03,0
2019-06-19,398.73,398.73,398.73,398.73,0
2019-06-20,401.47,401.47,401.47,401.47,0
2019-06-21,399.69,399.69,399.69,399.69,0
2019-06-24,398.64,398.64,398.64,398.64,0
2019-06-25,398.61,398.61,398.61,398.61,0
2019-06-26,395.94,395.94,395.94,395.94,0
2019-06-27,395.5,395.5,395.5,395.5,0
2019-06-28,396.64,396.64,396.64,396.64,0
2019-07-01,400.68,400.68,400.68,400.68,0
2019-07-02,403.53,403.53,403.53,403.53,0
2019-07-03,407.5,407.5,407.5,407.5,0
2019-07-05,405.44,405.44,405.44,405.44,0
2019-07-08,407.24,407.24,407.24,407.24,0
2019-07-09,404.74,404.74,404.74,404.74,0
2019-07-10,404.9,404.9,404.9,404.9,0
2019-07-11,404.81,404.81,404.81,404.81,0
2019-07-12,403.58,403.58,403.58,403.58,0
2019-07-15,404.43,404.43,404.43,404.43,0
2019-07-16,405.3,405.3,405.3,405.3,0
2019-07-17,405.78,405.78,405.78,405.78,0
2019-07-18,404.13,404.13,404.13,404.13,0
2019-07-19,407.02,407.02,407.02,407.02,0
2019-07-22,404.85,404.85,404.85,404.85,0
2019-07-23,407.49,407.49,407.49,407.49,0
2019-07-24,408.61,408.61,408.61,408.61,0
2019-07-25,408.37,408.37,408.37,408.37,0
2019-07-26,410.53,410.53,410.53,410.53,0
2019-07-29,411.56,411.56,411.56,411.56,0
2019-07-30,408.34,408.34,408.34,408.34,0
2019-07-31,409.58,409.58,409.58,409.58,0
2019-08-01,410.17,410.17,410.17,410.17,0
2019-08-02,403.88,403.88,403.88,403.88,0
2019-08-05,394.42,394.42,394.42,394.42,0
2019-08-06,393.79,393.79,393.79,393.79,0
